Experience_Years,Training_Hours_Monthly,Projects_Completed,Attendance_Percent,Performance_Score
20,40,22,74.42,100.0
8,18,29,85.83,100.0
14,5,21,92.51,100.0
14,1,9,72.08,88.31
2,14,22,71.27,100.0
4,16,4,91.19,86.33
8,15,17,75.24,100.0
8,27,7,92.74,100.0
6,20,13,99.74,100.0
11,7,27,99.19,100.0
8,9,1,86.51,81.75
5,9,27,75.01,100.0
1,49,7,62.62,67.66
8,9,15,89.52,100.0
16,8,30,99.12,100.0
0,27,6,62.72,65.1
18,23,2,60.25,73.17
5,18,28,93.27,100.0
4,32,3,64.09,59.97
1,3,28,63.26,92.26
8,2,6,96.41,79.77
13,41,3,63.18,72.25
3,11,8,64.56,68.26
3,17,22,82.78,100.0
20,22,16,90.27,100.0
14,19,16,75.98,100.0
7,5,30,76.82,100.0
3,33,19,85.31,100.0
15,41,13,80.22,100.0
20,1,13,60.75,83.8
3,29,28,64.54,100.0
15,8,24,83.26,100.0
11,26,12,91.75,100.0
15,41,3,90.52,100.0
18,33,12,89.6,100.0
7,39,20,90.85,100.0
5,23,16,61.78,83.36
9,48,14,95.8,100.0
4,16,29,95.57,100.0
17,28,17,81.28,100.0
9,35,10,69.94,100.0
9,49,3,83.69,94.36
6,11,27,82.32,100.0
17,30,19,68.92,100.0
0,48,10,84.13,99.26
6,8,9,91.89,100.0
20,18,21,92.24,100.0
0,45,12,62.39,65.82
14,45,21,67.89,100.0
3,16,7,86.73,97.63
19,1,27,94.39,100.0
9,39,12,80.85,100.0
8,4,8,88.3,90.36
1,38,29,60.84,100.0
13,47,0,84.34,92.0
15,15,0,98.48,83.6
0,16,14,86.44,100.0
1,26,21,96.89,100.0
6,6,3,82.64,68.79
9,7,26,93.74,100.0
19,7,19,64.97,100.0
0,22,0,64.94,49.55
12,31,24,64.81,100.0
0,42,11,79.55,94.28
4,46,10,73.21,90.36
15,17,18,88.77,100.0
14,37,14,96.1,100.0
16,11,20,84.77,100.0
15,14,9,68.53,95.52
12,27,0,97.24,90.18
10,37,23,81.11,100.0
16,49,2,88.8,100.0
16,30,13,95.62,100.0
1,8,14,99.59,100.0
12,7,0,80.24,71.02
13,45,9,92.32,100.0
10,18,21,82.67,100.0
9,50,0,79.46,78.8
2,7,30,81.51,100.0
16,33,14,79.37,100.0
14,3,2,76.84,66.58
8,30,20,88.95,100.0
9,37,19,69.99,100.0
7,2,22,84.66,100.0
20,34,21,88.52,100.0
12,18,11,95.68,100.0
17,42,18,73.28,100.0
4,28,15,94.42,100.0
5,9,26,97.81,100.0
16,11,7,85.95,100.0
10,45,23,90.86,100.0
19,29,13,76.23,100.0
15,29,17,98.09,100.0
8,17,22,86.83,100.0
1,23,29,72.41,100.0
4,31,0,76.17,65.96
0,8,1,84.71,64.61
3,46,23,69.37,100.0
3,23,11,90.16,100.0
2,25,16,68.99,89.46
8,2,1,83.67,61.31
11,22,27,87.88,100.0
9,10,16,94.39,100.0
1,9,20,89.36,100.0
10,49,6,91.95,100.0
9,35,5,96.52,99.4
5,12,5,83.91,84.35
17,28,21,93.85,100.0
1,37,7,69.27,76.96
1,12,4,92.59,92.05
9,25,14,68.87,100.0
15,19,25,97.39,100.0
11,4,6,73.2,72.96
0,19,2,66.87,47.08
20,13,24,65.93,100.0
7,44,9,67.49,84.27
15,13,2,77.9,89.88
17,7,29,80.89,100.0
12,47,13,96.55,100.0
14,12,21,75.24,100.0
20,23,2,68.7,88.42
11,14,0,89.75,81.64
7,50,0,65.39,61.43
9,0,18,95.69,100.0
13,21,3,76.38,92.61
4,33,29,84.55,100.0
17,49,1,67.45,84.85
18,50,24,65.82,100.0
14,39,30,91.95,100.0
5,2,10,77.19,75.39
10,25,23,99.47,100.0
20,13,11,80.97,100.0
10,40,12,93.83,100.0
19,7,15,99.2,100.0
19,48,15,71.25,100.0
20,15,18,92.04,100.0
17,41,22,60.88,100.0
17,20,19,87.19,100.0
9,9,20,89.81,100.0
1,24,19,79.09,100.0
8,37,8,66.48,85.81
13,21,15,84.67,100.0
18,48,26,95.9,100.0
9,47,6,97.25,100.0
3,46,12,89.84,100.0
5,45,3,70.55,68.66
13,3,12,94.81,100.0
3,3,7,95.55,86.62
14,29,1,74.69,90.31
15,1,6,67.32,73.3
6,28,10,94.99,100.0
16,42,16,95.4,100.0
18,35,23,64.04,100.0
18,20,28,98.68,100.0
16,20,13,81.32,100.0
5,47,27,99.75,100.0
10,20,29,77.8,100.0
15,3,12,81.33,100.0
7,0,14,70.64,88.29
10,25,21,95.96,100.0
6,50,27,77.75,100.0
18,1,20,92.58,100.0
9,8,24,63.19,100.0
8,44,8,91.53,100.0
3,17,2,79.61,73.57
14,47,24,60.22,100.0
12,47,12,69.05,100.0
1,41,30,67.75,100.0
1,40,12,90.07,100.0
15,10,8,79.09,100.0
8,24,17,66.39,100.0
12,25,4,70.27,91.92
2,35,10,80.16,100.0
8,41,1,60.79,55.39
12,34,16,76.97,100.0
20,37,22,87.12,100.0
1,2,19,80.71,96.97
7,40,20,83.92,100.0
8,34,3,73.06,74.93
15,49,21,67.32,100.0
1,39,26,92.39,100.0
5,21,17,96.23,100.0
7,7,23,80.43,100.0
4,14,19,72.2,100.0
8,44,7,80.45,100.0
0,6,18,95.16,100.0
8,18,11,87.66,100.0
9,39,27,94.34,100.0
3,41,10,73.14,94.24
2,16,15,88.48,100.0
9,0,4,86.12,72.81
14,44,27,82.86,100.0
10,28,2,81.13,86.52
13,12,11,82.04,100.0
5,47,14,93.99,100.0
11,28,15,96.64,100.0
12,40,12,64.51,94.3
16,41,6,82.75,100.0
15,5,14,96.74,100.0
2,4,2,65.39,28.1
1,33,30,76.51,100.0
10,10,11,63.56,79.71
8,8,7,64.54,69.87
2,37,24,96.16,100.0
17,39,28,77.85,100.0
19,40,11,87.55,100.0
14,8,17,65.56,100.0
13,7,2,60.88,53.27
1,43,11,95.62,100.0
16,39,28,82.98,100.0
7,2,22,60.8,86.77
9,12,20,99.69,100.0
17,18,25,79.69,100.0
18,33,22,79.04,100.0
7,31,1,84.84,83.05
7,48,13,60.32,98.9
2,15,13,82.77,99.87
2,35,3,85.18,78.08
11,17,16,71.88,100.0
16,13,14,89.07,100.0
3,29,15,75.1,100.0
16,1,4,88.71,83.18
13,12,23,65.75,100.0
18,26,16,96.55,100.0
8,16,22,95.18,100.0
20,30,6,66.03,95.71
11,14,22,97.54,100.0
4,19,14,82.31,100.0
10,4,16,88.07,100.0
19,6,11,93.61,100.0
2,17,10,63.34,79.63
20,10,18,66.77,100.0
14,31,10,71.62,100.0
13,49,1,79.09,78.54
10,26,30,73.84,100.0
19,25,14,80.23,100.0
7,36,4,67.44,70.45
3,44,17,87.29,100.0
11,27,28,62.23,100.0
7,49,29,74.46,100.0
5,1,20,67.16,87.4
14,19,20,89.2,100.0
11,3,15,95.35,100.0
15,12,3,63.15,77.38
15,23,26,91.4,100.0
20,47,22,95.83,100.0
19,37,9,98.96,100.0
19,39,21,83.18,100.0
3,47,1,73.1,64.2
10,44,14,72.88,100.0
12,28,3,75.16,96.99
8,35,28,84.51,100.0
3,1,15,79.61,95.48
11,40,29,86.15,100.0
8,17,26,61.57,100.0
12,48,6,64.24,84.69
15,7,24,99.06,100.0
5,14,24,99.82,100.0
9,40,11,89.87,100.0
12,16,2,70.26,77.11
6,22,16,98.14,100.0
18,1,8,68.55,78.93
18,5,7,89.26,100.0
16,28,22,64.61,100.0
12,26,5,85.96,100.0
12,36,29,90.38,100.0
20,48,14,94.39,100.0
1,33,9,89.37,100.0
9,17,22,96.94,100.0
12,41,26,80.84,100.0
8,9,24,87.1,100.0
0,37,5,74.78,71.8
13,43,14,60.42,100.0
15,16,29,90.27,100.0
19,12,13,94.79,100.0
14,47,25,66.96,100.0
0,41,18,61.15,93.59
16,26,12,66.58,100.0
12,1,13,95.81,100.0
14,33,2,71.82,89.21
15,30,3,69.35,85.93
15,22,25,60.58,100.0
1,6,28,71.88,100.0
16,37,13,88.63,100.0
10,32,30,98.36,100.0
7,11,13,72.51,92.14
19,44,25,69.63,100.0
2,11,7,95.52,84.49
11,18,9,94.1,100.0
19,8,8,73.13,100.0
15,9,13,62.75,90.44
13,16,7,99.68,100.0
15,49,10,87.23,100.0
20,39,9,97.06,100.0
16,38,17,73.67,100.0
10,40,3,85.91,89.15
16,9,3,86.98,90.8
18,11,11,94.92,100.0
0,14,17,99.72,100.0
11,30,28,64.35,100.0
14,14,7,85.24,98.7
17,27,2,73.46,87.71
13,3,17,92.47,100.0
0,35,6,90.17,87.01
12,0,30,95.7,100.0
14,43,0,73.75,77.47
6,33,30,67.38,100.0
14,46,21,60.87,100.0
19,16,12,70.22,100.0
9,38,28,74.69,100.0
13,37,2,97.84,97.18
5,43,28,79.65,100.0
13,50,2,82.26,100.0
11,32,14,95.21,100.0
10,20,20,95.4,100.0
19,25,29,81.12,100.0
18,45,18,64.55,100.0
1,35,27,70.82,100.0
19,4,3,78.28,92.36
0,32,12,90.05,100.0
7,0,12,88.47,96.84
13,5,14,85.71,100.0
8,36,18,95.21,100.0
1,1,15,92.11,100.0
4,4,6,99.28,79.95
7,25,2,95.57,90.8
15,40,29,67.83,100.0
15,50,25,62.3,100.0
12,46,19,76.58,100.0
19,12,1,84.7,97.55
14,11,17,85.72,100.0
0,4,24,70.7,100.0
2,1,10,94.4,78.9
5,3,0,73.17,49.97
13,26,15,96.76,100.0
3,49,16,78.86,100.0
17,9,15,60.42,95.7
14,12,9,66.48,95.54
8,43,16,64.09,100.0
17,1,29,61.76,100.0
2,25,2,88.56,81.09
9,14,17,67.69,100.0
16,45,18,93.54,100.0
6,9,13,70.58,89.36
14,21,20,61.29,100.0
0,39,24,92.83,100.0
10,24,1,78.65,66.21
16,14,11,83.98,100.0
4,12,10,73.45,87.51
6,7,30,61.84,100.0
18,20,29,74.81,100.0
14,20,16,80.73,100.0
2,21,26,60.47,100.0
14,45,5,82.97,100.0
4,32,18,95.72,100.0
11,44,12,68.71,100.0
19,26,6,97.07,100.0
4,39,21,63.9,100.0
2,49,10,93.02,100.0
8,21,6,93.61,100.0
8,29,12,70.31,100.0
6,8,12,98.31,100.0
1,44,20,76.66,100.0
20,34,0,65.65,75.3
15,17,29,83.67,100.0
8,41,18,99.86,100.0
12,4,18,95.97,100.0
18,26,22,71.14,100.0
19,5,14,83.08,100.0
16,31,13,64.61,100.0
5,7,28,78.47,100.0
3,38,2,80.92,71.85
0,20,26,72.61,100.0
17,17,20,79.37,100.0
18,13,19,96.8,100.0
8,14,3,80.01,82.97
12,41,28,93.24,100.0
7,25,6,72.7,81.72
12,43,0,98.86,82.82
14,31,22,63.74,100.0
10,38,30,83.42,100.0
11,27,23,91.6,100.0
13,38,18,92.56,100.0
3,42,30,67.93,100.0
0,31,2,76.07,62.94
3,12,19,84.97,100.0
18,14,14,72.64,100.0
8,17,12,86.33,100.0
9,38,21,75.15,100.0
3,5,13,74.03,81.19
19,10,6,64.32,88.34
8,31,0,61.57,53.96
12,39,30,93.41,100.0
11,19,12,79.58,100.0
10,32,3,82.51,91.35
11,39,11,74.89,100.0
17,7,6,65.47,93.3
11,50,26,77.98,100.0
15,34,1,69.16,75.6
4,4,16,93.51,100.0
19,34,0,99.47,99.63
11,46,25,95.56,100.0
20,13,13,81.13,100.0
10,20,29,85.13,100.0
8,46,21,97.92,100.0
17,23,27,81.55,100.0
2,16,20,85.54,100.0
19,17,0,85.17,94.08
16,33,25,88.32,100.0
13,11,2,85.61,86.66
0,15,30,86.83,100.0
16,3,10,89.04,100.0
7,24,6,92.36,99.94
4,33,27,76.12,100.0
4,27,24,89.83,100.0
8,45,28,64.01,100.0
2,10,8,95.05,92.29
18,12,30,71.6,100.0
8,30,21,76.14,100.0
17,24,2,92.14,100.0
15,38,0,85.48,93.05
0,9,18,72.35,93.15
1,23,25,69.02,100.0
13,0,1,98.31,72.23
13,24,26,63.51,100.0
0,27,20,60.17,87.45
15,35,23,86.92,100.0
14,17,4,84.58,99.93
14,5,16,89.5,100.0
11,1,18,89.27,100.0
15,2,27,94.53,100.0
13,45,4,96.88,100.0
14,7,22,91.0,100.0
14,30,20,69.29,100.0
18,47,13,78.54,100.0
7,18,9,85.67,100.0
1,49,20,81.57,100.0
1,5,6,66.36,52.49
9,13,28,83.57,100.0
2,2,30,95.46,100.0
16,47,7,76.74,100.0
7,0,29,86.76,100.0
3,43,7,84.64,99.84
13,29,6,75.08,92.67
20,45,12,82.61,100.0
9,18,13,68.41,100.0
0,18,18,81.84,100.0
3,8,10,91.95,91.97
0,6,1,90.36,45.29
16,45,16,74.32,100.0
16,36,5,64.48,79.0
6,49,28,92.0,100.0
19,40,8,70.6,100.0
14,6,18,62.12,100.0
12,8,4,77.81,86.05
1,3,8,89.58,80.44
18,24,29,92.34,100.0
12,48,29,99.29,100.0
10,11,24,67.58,100.0
14,5,6,71.75,85.98
9,17,29,84.38,100.0
8,39,3,92.45,89.43
8,20,26,69.36,100.0
19,14,17,76.4,100.0
0,2,17,76.34,86.33
16,1,19,90.92,100.0
11,40,16,69.64,100.0
9,39,29,98.75,100.0
4,3,3,80.42,58.62
17,31,27,71.28,100.0
14,1,29,71.37,100.0
5,45,26,60.73,100.0
6,28,21,87.7,100.0
16,1,15,91.04,100.0
5,33,21,61.3,100.0
7,26,22,83.44,100.0
11,38,4,91.27,91.35
20,43,8,75.05,100.0
13,37,1,77.31,78.6
11,17,1,74.46,80.01
9,35,3,72.63,80.29
19,18,30,79.65,100.0
14,26,19,66.64,100.0
6,44,19,77.63,100.0
8,19,16,97.67,100.0
9,20,19,61.1,100.0
9,22,27,66.59,100.0
15,29,20,91.11,100.0
6,24,24,65.28,100.0
4,30,18,70.85,100.0
2,26,30,78.19,100.0
17,33,2,97.73,100.0
10,7,29,67.34,100.0
14,18,4,96.92,96.75
20,40,9,88.74,100.0
19,25,5,86.85,100.0
4,27,2,88.94,80.59
11,3,16,61.25,86.95
3,30,9,63.96,76.63
14,15,23,73.39,100.0
8,50,11,62.96,94.18
6,9,0,99.5,59.93
9,37,17,83.22,100.0
12,47,18,79.49,100.0
7,9,21,91.42,100.0
11,44,19,99.08,100.0
18,8,3,98.21,97.76
0,38,14,91.72,100.0
15,35,8,75.09,100.0
16,50,5,62.64,79.47
17,35,11,63.94,100.0
10,18,17,60.05,100.0
17,18,22,60.08,100.0
6,11,14,97.46,100.0
17,12,28,97.08,100.0
7,24,18,86.7,100.0
5,35,8,89.07,99.65
6,24,21,80.53,100.0
9,27,23,69.51,100.0
10,41,12,96.58,100.0
12,38,15,71.11,100.0
8,29,12,89.59,100.0
6,4,0,69.82,41.21
8,16,17,94.81,100.0
12,17,21,86.05,100.0
2,42,2,85.71,77.77
2,46,16,63.89,95.22
0,20,21,76.78,100.0
20,21,4,81.0,100.0
19,38,28,71.76,100.0
1,49,24,95.24,100.0
2,5,5,93.51,68.26
14,49,20,79.74,100.0
5,15,16,73.6,100.0
12,1,30,92.06,100.0
20,50,16,67.88,100.0
0,0,26,62.86,82.7
19,29,0,61.83,67.82
18,42,6,61.55,88.38
0,36,21,79.56,100.0
20,47,29,70.21,100.0
1,22,15,87.62,100.0
14,0,4,86.16,84.44
13,18,15,81.68,100.0
18,45,3,74.11,100.0
10,2,10,94.02,100.0
14,1,13,88.39,100.0
5,36,28,70.86,100.0
19,16,12,80.07,100.0
8,27,26,66.25,100.0
4,17,23,73.15,100.0
19,32,26,99.89,100.0
1,14,7,68.95,79.98
5,21,20,87.93,100.0
17,40,30,69.54,100.0
18,26,19,97.53,100.0
8,36,14,72.41,100.0
20,31,17,73.87,100.0
5,44,6,83.75,90.31
13,18,20,83.52,100.0
12,27,18,83.16,100.0
10,27,24,82.93,100.0
11,9,8,72.49,91.34
18,19,10,77.38,100.0
18,24,30,83.74,100.0
20,20,26,86.85,100.0
18,13,9,70.13,100.0
12,21,13,88.06,100.0
13,25,15,96.93,100.0
17,43,26,90.32,100.0
11,10,7,63.37,73.89
3,6,0,78.77,38.82
9,16,11,77.41,100.0
16,17,2,73.46,88.37
3,6,1,79.65,61.1
11,19,15,77.59,100.0
12,37,3,60.25,59.92
3,10,1,69.46,52.79
9,43,11,68.55,87.78
2,15,26,73.97,100.0
14,50,23,66.98,100.0
1,26,16,62.71,95.26
16,50,19,67.86,100.0
5,10,20,94.17,100.0
7,15,29,91.88,100.0
2,22,9,77.68,87.98
17,11,19,95.11,100.0
0,39,7,69.31,64.87
15,2,17,83.37,100.0
6,1,24,65.72,92.77
2,37,17,93.34,100.0
3,47,17,65.22,93.8
8,23,28,61.27,100.0
4,28,1,70.94,56.12
18,46,11,96.04,100.0
14,45,9,65.18,100.0
7,33,7,73.23,86.61
5,19,18,72.66,100.0
17,17,9,92.07,100.0
18,13,10,76.86,100.0
14,17,13,84.46,100.0
6,1,25,76.18,100.0
9,0,14,82.06,100.0
5,19,29,62.5,100.0
13,33,23,74.96,100.0
16,40,22,94.2,100.0
8,40,9,87.64,100.0
18,47,3,99.27,100.0
4,10,6,91.52,95.13
6,26,10,78.06,96.4
18,22,23,87.05,100.0
19,37,21,91.04,100.0
6,43,21,70.79,100.0
1,2,2,62.4,26.3
15,11,4,76.23,89.19
12,29,25,65.79,100.0
7,30,1,71.09,66.63
5,22,11,97.87,100.0
5,0,20,93.88,100.0
8,40,4,83.7,93.82
3,19,6,76.05,77.43
10,5,3,70.57,58.79
4,10,29,82.86,100.0
16,34,10,81.33,100.0
19,3,21,91.23,100.0
6,28,8,97.12,97.7
14,9,3,73.16,82.64
14,50,26,68.25,100.0
13,28,29,76.11,100.0
12,37,21,77.5,100.0
10,0,28,61.59,100.0
12,39,27,94.47,100.0
8,7,8,99.82,92.79
9,37,25,96.93,100.0
3,16,11,94.43,100.0
16,18,15,99.7,100.0
13,32,0,96.31,89.65
17,14,7,87.53,100.0
10,44,0,66.67,55.16
15,30,19,66.25,100.0
0,20,18,61.95,81.43
6,2,3,76.47,55.51
9,1,13,92.35,99.58
8,34,22,79.61,100.0
2,40,28,74.65,100.0
13,15,13,64.37,100.0
14,44,8,62.07,76.25
1,50,8,75.97,93.33
13,49,25,64.0,100.0
15,20,16,64.14,100.0
6,11,14,75.81,100.0
3,27,9,80.11,92.65
17,11,16,67.47,100.0
4,32,8,87.39,95.13
5,19,3,76.75,74.31
6,39,27,63.68,100.0
14,48,28,85.48,100.0
0,20,13,74.28,98.14
3,38,2,62.09,64.37
0,40,28,97.92,100.0
10,48,24,82.85,100.0
17,41,20,79.11,100.0
13,35,11,94.37,100.0
10,21,21,97.47,100.0
9,25,0,68.81,64.91
16,6,0,92.41,87.82
3,6,12,93.24,91.62
14,7,13,62.18,90.8
15,25,15,88.48,100.0
20,23,6,62.52,97.38
12,23,9,83.79,100.0
8,39,14,86.77,100.0
10,47,7,74.68,91.39
10,11,10,95.23,100.0
5,46,23,92.02,100.0
0,7,13,97.04,92.03
5,8,12,72.6,88.12
12,2,22,60.86,100.0
4,20,12,92.46,100.0
14,30,26,68.92,100.0
17,47,8,78.69,100.0
19,46,16,92.69,100.0
13,23,17,68.65,100.0
14,3,28,72.48,100.0
4,19,18,77.56,100.0
3,15,12,70.87,93.02
1,9,11,78.45,86.21
6,42,28,60.38,100.0
9,25,20,68.49,100.0
15,28,19,93.3,100.0
9,4,19,76.54,100.0
17,10,30,85.46,100.0
16,28,7,69.29,100.0
20,44,23,86.0,100.0
12,14,10,100.0,100.0
0,5,6,83.81,68.54
0,47,0,85.13,65.62
14,14,9,64.46,91.68
0,42,14,76.14,98.69
5,19,3,94.43,87.7
12,33,0,93.37,87.0
0,1,10,80.9,69.15
4,43,29,96.14,100.0
8,15,4,65.72,61.42
16,18,18,86.33,100.0
15,33,18,69.96,100.0
7,48,3,85.82,96.0
16,13,1,63.5,62.06
14,23,6,97.74,100.0
0,27,27,91.45,100.0
11,47,12,68.04,100.0
4,31,19,85.49,100.0
5,36,20,90.37,100.0
0,9,11,68.38,70.68
0,48,29,63.73,100.0
9,44,1,74.07,70.0
9,47,21,65.43,100.0
2,8,8,82.63,80.56
16,23,15,76.96,100.0
18,35,7,78.5,100.0
10,28,23,81.71,100.0
17,28,17,99.28,100.0
1,47,30,91.71,100.0
8,22,3,85.18,85.52
16,26,23,74.55,100.0
13,30,10,61.08,89.66
3,42,16,64.66,94.13
16,6,7,89.23,100.0
16,48,18,74.77,100.0
11,44,7,73.38,100.0
19,3,5,95.56,100.0
17,13,22,79.38,100.0
2,41,1,95.98,70.88
10,41,14,95.47,100.0
17,9,0,63.21,55.17
3,43,5,97.81,86.89
16,33,27,63.08,100.0
17,25,18,98.54,100.0
4,22,3,78.1,75.38
13,8,12,90.43,100.0
9,36,14,88.25,100.0
14,7,8,80.74,100.0
0,13,2,84.78,73.0
15,6,1,98.0,81.43
10,6,15,97.09,100.0
19,8,17,86.17,100.0
5,2,17,86.31,98.35
15,13,5,69.88,89.87
1,16,17,93.14,100.0
0,49,10,85.3,100.0
8,43,6,93.05,100.0
11,21,22,86.31,100.0
16,45,22,71.97,100.0
14,25,13,67.58,100.0
18,27,28,63.08,100.0
9,44,17,83.44,100.0
11,13,6,71.36,85.77
13,8,9,85.22,100.0
8,50,7,62.35,78.49
12,25,23,75.03,100.0
2,1,13,70.42,69.33
20,10,17,74.81,100.0
13,16,4,62.17,75.95
20,33,13,88.97,100.0
9,18,21,64.67,100.0
15,38,24,60.58,100.0
6,17,21,97.85,100.0
3,12,25,67.72,100.0
19,4,21,93.12,100.0
10,49,9,98.58,100.0
15,22,25,81.36,100.0
19,23,14,81.04,100.0
3,28,5,74.7,78.64
16,47,8,77.02,100.0
12,46,9,79.28,100.0
10,7,22,66.08,100.0
2,25,16,74.59,100.0
8,14,0,92.64,72.52
5,0,13,67.3,72.03
20,27,3,89.19,100.0
10,48,30,86.06,100.0
15,46,27,62.29,100.0
18,45,1,60.9,66.91
4,13,2,74.1,60.94
13,41,27,87.69,100.0
16,33,6,73.22,100.0
2,30,29,86.71,100.0
3,5,22,86.62,100.0
15,48,13,92.26,100.0
15,4,11,63.98,89.71
20,30,18,83.09,100.0
3,36,28,62.5,100.0
18,14,17,67.04,100.0
16,14,14,73.02,100.0
12,42,28,88.3,100.0
0,4,28,98.96,100.0
11,27,0,73.7,72.0
3,32,24,80.85,100.0
10,10,25,70.36,100.0
4,42,2,87.02,88.88
1,5,24,74.66,99.67
16,22,14,79.26,100.0
7,39,30,82.71,100.0
5,1,3,87.45,65.3
20,14,14,62.4,100.0
8,22,9,82.2,100.0
12,21,5,77.25,91.52
10,8,12,65.35,81.49
15,46,6,68.32,96.53
15,39,25,95.36,100.0
1,29,29,94.87,100.0
9,15,21,61.33,98.02
11,45,0,87.58,86.35
7,46,21,82.17,100.0
10,29,10,97.59,100.0
9,44,13,96.32,100.0
12,8,5,83.18,96.85
16,0,4,65.56,58.32
6,37,18,78.39,100.0
2,7,25,89.01,100.0
19,17,18,98.07,100.0
12,26,26,74.55,100.0
18,17,25,91.39,100.0
6,31,12,87.33,100.0
8,48,6,63.13,75.46
18,31,7,82.32,100.0
12,47,13,67.34,100.0
7,44,18,87.34,100.0
17,35,18,84.4,100.0
1,35,22,98.92,100.0
17,20,25,97.42,100.0
17,45,11,60.37,100.0
10,31,22,63.2,100.0
0,30,26,90.77,100.0
13,36,8,87.43,100.0
15,15,13,92.04,100.0
10,45,5,70.67,90.21
0,45,14,93.97,100.0
6,13,12,77.7,100.0
15,23,6,70.48,92.52
13,24,10,60.42,86.42
14,45,9,94.85,100.0
13,50,0,81.41,96.39
20,34,6,99.02,100.0
10,16,17,88.59,100.0
15,45,22,63.22,100.0
18,41,2,83.53,99.0
16,44,8,60.68,81.53
5,3,28,82.31,100.0
10,10,4,74.01,80.8
16,46,22,85.73,100.0
8,14,23,81.66,100.0
17,29,12,70.45,100.0
16,23,15,66.49,100.0
11,1,15,76.19,97.36
4,42,11,99.47,100.0
10,33,17,77.43,100.0
3,22,10,89.95,100.0
3,30,16,62.28,94.45
2,36,6,75.15,79.7
16,12,14,83.21,100.0
6,32,5,90.05,90.4
3,6,5,81.14,74.64
12,31,17,80.61,100.0
11,6,18,90.56,100.0
0,41,19,72.53,100.0
20,37,18,63.62,100.0
18,43,1,73.89,97.36
20,12,2,66.36,85.26
19,23,13,98.64,100.0
17,27,21,83.1,100.0
10,31,24,77.86,100.0
19,42,3,96.48,100.0
2,17,21,96.01,100.0
16,33,16,76.63,100.0
11,47,27,94.99,100.0
9,33,5,62.56,70.76
7,50,27,95.43,100.0
14,37,18,72.42,100.0
4,0,8,82.6,77.56
3,42,3,70.79,73.95
20,49,6,99.39,100.0
19,41,3,62.87,81.6
18,30,10,77.88,100.0
20,49,21,84.84,100.0
3,0,29,84.62,100.0
14,50,22,89.55,100.0
16,15,1,88.98,95.98
11,38,9,91.73,100.0
2,14,5,69.37,72.44
9,32,7,74.82,92.56
14,22,14,75.28,100.0
9,40,12,98.23,100.0
17,33,28,76.37,100.0
0,16,30,68.87,100.0
2,24,27,85.29,100.0
20,41,21,77.09,100.0
11,5,1,70.0,59.14
0,30,19,88.61,100.0
2,4,0,67.68,34.7
2,39,14,85.33,100.0
4,39,6,77.22,86.86
18,29,23,72.77,100.0
0,4,25,97.84,100.0
3,11,17,72.98,98.1
3,6,9,73.9,87.5
16,44,14,94.83,100.0
13,12,4,65.16,62.51
17,48,26,64.32,100.0
0,3,23,71.31,99.23
15,49,10,83.67,100.0
2,41,7,75.37,84.87
20,2,30,84.34,100.0
8,11,20,66.39,100.0
3,0,7,70.46,52.4
20,26,29,82.61,100.0
4,42,5,68.69,67.41
10,49,14,76.91,100.0
20,12,14,82.91,100.0
8,16,4,98.95,97.54
2,7,12,63.2,64.77
5,31,13,78.42,100.0
10,19,10,75.85,100.0
8,50,19,92.97,100.0
14,16,20,96.01,100.0
2,33,11,96.28,100.0
0,34,19,75.01,100.0
19,34,0,72.19,87.74
18,37,2,77.97,100.0
13,41,7,73.76,97.62
16,23,22,88.75,100.0
13,17,11,68.54,100.0
16,49,14,86.35,100.0
13,45,22,97.08,100.0
11,47,26,71.2,100.0
15,38,2,87.08,100.0
0,32,24,65.74,100.0
12,48,30,64.86,100.0
5,22,21,64.63,100.0
16,24,7,65.54,100.0
11,36,23,68.65,100.0
18,26,18,82.51,100.0
5,0,19,90.68,100.0
6,20,29,65.07,100.0
0,48,5,94.8,95.75
0,9,17,93.71,100.0
4,30,27,89.1,100.0
5,43,27,77.04,100.0
15,24,10,60.06,85.82
15,19,11,89.39,100.0
13,1,22,95.16,100.0
0,47,1,73.41,59.5
12,14,26,88.72,100.0
19,27,4,62.48,88.13
9,12,27,88.38,100.0
9,49,3,62.73,69.56
8,13,8,83.49,100.0
12,49,12,83.9,100.0
2,1,12,72.09,72.82
17,33,14,63.16,100.0
19,34,1,97.97,100.0
1,36,22,81.42,100.0
16,24,12,83.19,100.0
18,47,6,84.6,100.0
12,14,22,95.64,100.0
12,11,16,62.41,95.89
0,8,7,95.73,83.23
1,30,17,69.59,95.43
0,13,14,63.12,75.94
4,28,14,86.29,100.0
2,47,4,99.08,91.63
6,42,1,62.29,54.76
12,37,15,77.04,100.0
17,41,28,81.19,100.0
20,7,4,70.08,88.0
6,47,22,99.31,100.0
0,2,5,85.64,63.65
4,1,28,93.77,100.0
16,15,30,76.63,100.0
7,18,11,74.16,100.0
14,29,4,82.13,100.0
19,40,19,77.41,100.0
3,15,7,88.6,93.06
1,30,10,70.63,83.75
4,27,13,77.98,100.0
0,3,23,95.81,100.0
4,9,16,90.24,100.0
5,50,9,66.72,91.88
1,44,1,95.47,75.93
0,17,2,83.56,63.85
3,46,12,87.17,100.0
6,31,16,71.77,100.0
0,29,26,77.66,100.0
0,35,2,92.27,79.09
7,8,9,73.23,81.23
19,35,27,66.6,100.0
